Entity,Code,Year,Greenhouse gas emissions from agriculture,Greenhouse gas emissions from land use change and forestry,Greenhouse gas emissions from waste,Greenhouse gas emissions from buildings,Greenhouse gas emissions from industry,Greenhouse gas emissions from manufacturing and construction,Greenhouse gas emissions from transport,Greenhouse gas emissions from electricity and heat,Fugitive emissions of greenhouse gases from energy production,Greenhouse gas emissions from other fuel combustion,Greenhouse gas emissions from bunker fuels
Venezuela,VEN,1994,32710000,145060000,6750000,4310000,8520000,25960000,33419998,37900000,171410000,470000,3520000
Venezuela,VEN,1995,33029998,145050000,6920000,4880000,8490000,28200000,34540000,39230000,192100000,550000,3370000
Venezuela,VEN,1996,32470002,145260000,7090000,5290000,8149999.5,30880000,35920000,43160000,212520000,180000,3270000
Venezuela,VEN,1997,32830002,145520000,7260000,4500000,8140000.5,32290000,33470002,49650000,226690000,200000,3030000
Venezuela,VEN,1998,33430000,147420000,7430000,4490000,7880000,31770000,34270000,50300000,224590000,190000,2580000
Venezuela,VEN,1999,33480000,145660000,7600000,5810000,7850000,25400000,33950000,51630000,207030000,550000,5540000
Venezuela,VEN,2000,34720000,146190000,7770000,5550000,7610000,24720000,35030000,56810000,216590000,510000,5810000
Venezuela,VEN,2001,36050000,87090000,7910000,5730000,7710000,25750000,37370000,58610000,216390000,570000,4990000
Venezuela,VEN,2002,36160000,86610000,8050000,5630000,7010000,29170000,39720000,60000000,192990000,590000,5590000
Venezuela,VEN,2003,37500000,88120000,8180000.5,4800000,7370000,29860000,35490000,59440000,179950000,210000,2530000
Venezuela,VEN,2004,37900000,86670000,8319999.5,5660000,6270000,32650002,35940000,59850000,200830000,280000,4230000
Venezuela,VEN,2005,39260000,86830000,8460000,6050000,6670000,32250000,42860000,59600000,211310000,1350000,3940000
Venezuela,VEN,2006,38960000,86710000,8700000,5120000,9570000,29530000,45170000,60390000,208540000,150000,2850000
Venezuela,VEN,2007,39880000,87010000,8940000,10930000,8960000,14640000,48920000,61460000,207110000,460000,3300000
Venezuela,VEN,2008,40820000,86680000,9180000,6600000,9610000,19850000,51070000,66739996,213810000,0,2340000
Venezuela,VEN,2009,40690000,86610000,9420000,6480000,10220000,21190000,51830000,66150000,200260000,0,1940000
Venezuela,VEN,2010,35030000,87620000,9660000,6580000,10610000,36460000,50110000,64330000,196430000,0,3060000
Venezuela,VEN,2011,34770000,107770000,9860000,6370000,10950000,34300000,52420000,58710000,199240000,0,1590000
Venezuela,VEN,2012,39970000,107760000,10060000,6580000,11310000,36310000,57210000,63140000,217390000,0,1330000
Venezuela,VEN,2013,40370000,108060000,10260000,6970000,11590000,32840000,56150000,64120004,222130000,0,1340000
Venezuela,VEN,2014,40320000,108150000,10460000,7090000,11370000,29620000,55180000,65830000,219690000,0,1500000
Venezuela,VEN,2015,39630000,108220000,10660000,6010000,11590000,18530000,48060000,69980000,211300000,0,1840000
Venezuela,VEN,2016,38780000,42970000,10760000,5570000,11220000,16970000,42030000,66070000,196500000,0,1490000
Venezuela,VEN,2017,37910000,42410000,10860000,5360000,11660000,17880000,38460000,63100000,166570000,0,1440000
Venezuela,VEN,2018,37490000,42650000,10960000,5100000,10900000,17420000,33930000,57400000,137130000,0,1230000
Venezuela,VEN,2019,37950000,43260000,11050000,3050000,11150000,9780000,30900000,44950000,109750000,0,840000
Venezuela,VEN,2020,39000000,43370000,11150000,2340000,11860000,8400000,24140000,20330000,77030000,0,400000
Vietnam,VNM,1990,46000000,-72690000,2460000,5270000,1160000,5920000,4260000,4900000,2550000,730000,90000
Vietnam,VNM,1991,48460000,-72690000,2540000,5970000,1400000,6520000,4030000.2,3650000,3810000,720000,100000
Vietnam,VNM,1992,49440000,-72690000,2630000,6170000,1860000,7050000,4520000,3060000,4170000,800000,110000
Vietnam,VNM,1993,50680000,-72690000,2710000,6810000,1950000,7500000,7060000,2800000,4370000,1110000,150000
Vietnam,VNM,1994,53290000,-72690000,2790000,7010000,2190000,7660000,7780000,3740000,4230000,1180000,160000
Vietnam,VNM,1995,54210000,-72670000,3860000,7640000,2690000,10740000,7440000,4510000,5220000,1100000,350000
Vietnam,VNM,1996,56920000,-72950000,4930000,8570000,3100000,11300000,8180000.5,5650000,5550000,1190000,360000
Vietnam,VNM,1997,57250000,-73190000,6000000,8720000,3790000,13510000,8940000,8160000,5590000,1230000,300000
Vietnam,VNM,1998,60500000,-71690000,7070000,9340000,4610000,14040000,9400000,10520000,6500000,1220000,420000
Vietnam,VNM,1999,62590000,-72580000,8140000.5,9680000,5000000,14090000,10050000,9670000,7760000,1180000,620000
Vietnam,VNM,2000,63760000,-72590000,9210000,10440000,6260000,14780000,10820000,11530000,7740000,1150000,770000
Vietnam,VNM,2001,61190000,17210000,10070000,11490000,7280000,16800000,11560000,12410000,8279999.5,1150000,960000
Vietnam,VNM,2002,62500000,20590000,10930000,12110000,9050000,18700000,14180000,15630000,8330000,1300000,1090000
Vietnam,VNM,2003,64239996,18080000,11780000,12070000,10220000,19990000,16020000,15840000,8950000,1390000,1190000
Vietnam,VNM,2004,65839996,18640000,12640000,13700000,11230000,23170000,19610000,20590000,11310000,1580000,1650000
Vietnam,VNM,2005,65559996,18660000,13500000,14150000,12980000,24440000,19820000,24360000,12310000,1660000,1650000
Vietnam,VNM,2006,66269996,17560000,14350000,14030000,13450000,24540000,19800000,26760000,12710000,1640000,1720000
Vietnam,VNM,2007,67570000,18560000,15210000,14230000,15440000,27260000,23180000,29010000,12970000,1650000,1800000
Vietnam,VNM,2008,64989996,17400000,16059999,14290000,16930000,35800000,24680000,30270000,12420000,1660000,1970000
Vietnam,VNM,2009,70150000,17580000,16920000,14470000,21000000,39410000,29620000,32460000,13650000,1680000,2120000
Vietnam,VNM,2010,67740000,18260000,17780000,15340000,25720000,42040000,31820000,41630000,13530000,1660000,2550000
Vietnam,VNM,2011,66480004,-23130000,18250000,15060000,30560000,43820000,31260000,40410000,14330000,1650000,2030000
Vietnam,VNM,2012,67510000,-23000000,18730000,14270000,30840000,43240000,30800000,41610000,14820000,1520000,2089999.9
Vietnam,VNM,2013,70520000,-21100000,19200000,15210000,33430000,46520000,30030000,44610000,15070000,1460000,2280000
Vietnam,VNM,2014,68920000,-22300000,19450000,14920000,36190000,51710000,30700000,53200000,14960000,1410000,2260000
Vietnam,VNM,2015,71710000,-23100000,19700000,11340000,38180000,33770000,33990000,84370000,15330000,5530000,2770000
Vietnam,VNM,2016,70770000,-12410000,19930000,10130000,41690000,35480000,37680000,97880000,14020000,6040000,3020000
Vietnam,VNM,2017,70820000,-13120000,20160000,10050000,48590000,36960000,41020000,94130000,13600000,6850000,3450000
Vietnam,VNM,2018,70670000,-13090000,20400000,9540000,56480000,58390000,42890000,121130000,13200000,7130000,4000000
Vietnam,VNM,2019,68500000,-12930000,20630000,8940000,64360000,72030000,44640000,154670000,13590000,7540000,4990000
Vietnam,VNM,2020,70270000,-12440000,20860000,8440000,68870000,92750000,37530000,151630000,13050000,7170000,1500000
World,OWID_WRL,1990,4978930000,2031440000,1364400000,2880919800,1002760000,3980380000,4726310000,8645450000,2280970000,769850000,635700030
World,OWID_WRL,1991,4968920000,2031440000,1395180000,2906640000,1007480000,3902860000,4764500000,8786720000,2300960000,770789950,643450000
World,OWID_WRL,1992,4948400000,2031440000,1418280100,2795520000,1022920000,3769960000,4871730000,8946560000,2245490000,685900000,680740000
World,OWID_WRL,1993,4917900000,2031880100,1444390000,2862070000,1039530050,3720210000,4914370000,8994230000,2261610000,698000000,672930000
World,OWID_WRL,1994,4960660000,2031550100,1470960000,2775350000,1147930100,3737320200,5011810300,9093030000,2264919800,669220000,698850000
World,OWID_WRL,1995,5015770000,2037150100,1476510000,2853110000,1220880000,3965090000,5149760000,9282780000,2339920000,619900000,724930000
World,OWID_WRL,1996,5042650000,1827030000,1478310000,2916429800,1272439900,3854910000,5359259600,9640670000,2412550100,546750000,745450000
World,OWID_WRL,1997,4972120000,2796530000,1474359900,2897550000,1321719900,3880970000,5437170000,9915750000,2423000000,595820000,771110000
World,OWID_WRL,1998,5027440000,2126310000,1466280100,2743170000,1325969900,3881140000,5563290000,10140100000,2415530000,572000000,795310000
World,OWID_WRL,1999,5083510000,1935220000,1464470000,2815510000,1334720000,3724200000,5726910000,10196960000,2402060000,581080000,836789950
World,OWID_WRL,2000,5078729700,1786590000,1466760100,2807120100,1393640100,3900180000,5911460000,10608540000,2520419800,521469980,862330050
World,OWID_WRL,2001,5088330000,1473370000,1452910100,2829580000,1418630000,3922860000,5942190000,10862880000,2543050000,533020030,830370000
World,OWID_WRL,2002,5147520000,1993960000,1447969900,2829790000,1471020000,3917689900,6098110000,11049800000,2522260000,534610000,869410000
World,OWID_WRL,2003,5143160300,1693690000,1443660000,2917630000,1564710000,4105340000,6226040000,11668700000,2692440000,553880000,875170000
World,OWID_WRL,2004,5253460000,2059820000,1431880100,2959870200,1645950000,4539920000,6514370000,12057300000,2797689900,589250000,954760000
World,OWID_WRL,2005,5289100300,1780730000,1422660100,2960480000,1742170000,4960259600,6658419700,12439170000,2921050000,610370000,999410000
World,OWID_WRL,2006,5349680000,2149260000,1433850000,2931210000,1873860000,5205950000,6814430000,12935380000,2964740000,619800000,1052510000
World,OWID_WRL,2007,5427930000,1619339900,1441860000,2926969900,2001980000,5480780000,7026970000,13503460000,3009899800,622190000,1102920100
World,OWID_WRL,2008,5434779600,1571840000,1446930000,2991890000,2045870000,5595180000,7032210000,13527680000,3040620000,629760000,1111920000
World,OWID_WRL,2009,5433629700,1962110000,1454290000,2938770000,2092610000,5577400000,6891540000,13317599000,2984400000,617800000,1058810050
World,OWID_WRL,2010,5493460000,1637729900,1465130000,2993850000,2228909800,6123009500,7185970000,14220970000,3098340000,633250000,1132180100
World,OWID_WRL,2011,5625860000,541570000,1467310100,2937590000,2380640000,6354390000,7304110000,14830370000,3196390000,618240000,1147030000
World,OWID_WRL,2012,5648320000,569770050,1476630000,2879700000,2463490000,6376200000,7365860000,15129600000,3249090000,641500000,1101690000
World,OWID_WRL,2013,5587690000,521400030,1484040100,2992450000,2576950000,6403110000,7559240000,15404020000,3265379800,649320000,1107360000
World,OWID_WRL,2014,5638520000,870510000,1514260000,2938960000,2699790000,6469790000,7686720000,15347210000,3296390000,644340030,1144160000
World,OWID_WRL,2015,5662319600,924170000,1543590000,2962230000,2692990000,6330470400,7927130000,15084469000,3288640000,643750000,1199790100
World,OWID_WRL,2016,5698380000,1403750000,1560849900,3000980000,2789840100,6173750000,8078259700,15094040000,3254830000,637150000,1239310100
World,OWID_WRL,2017,5788580000,1355710000,1583860000,3067720000,2858250000,6110200300,8281720000,15428820000,3276800000,639250000,1301360000
World,OWID_WRL,2018,5788680000,1516090000,1606860000,3101110000,2967210000,6248980000,8480910300,15880509000,3371530000,624020030,1330140000
World,OWID_WRL,2019,5783420000,1790990000,1629870000,3040909800,3064200000,6252650000,8480769500,15819970000,3420960000,596880000,1324510000
World,OWID_WRL,2020,5865470500,1392230000,1652870000,2980520000,3126930000,6223020000,7288009700,15181350000,3223690000,579050000,938140000
Yemen,YEM,1990,4760000,0,800000,690000,350000,0,4130000,1600000,4530000,10000,1440000
Yemen,YEM,1991,4500000,0,840000,900000,360000,0,5270000,2120000,4610000,10000,1190000
Yemen,YEM,1992,4600000,0,880000,1110000,340000,0,5550000,2300000,4420000,10000,1450000
Yemen,YEM,1993,4680000,0,930000,1220000,340000,0,4530000,2180000,6470000,10000,620000
Yemen,YEM,1994,4640000,0,970000,1350000,340000,0,4570000,2370000,10390000,10000,600000
Yemen,YEM,1995,4710000,0,1010000,1430000,450000,530000,4090000.2,2680000,10010000,850000,600000
Yemen,YEM,1996,4870000,0,1100000,1520000,430000,620000,3890000,2800000,10200000,1000000,590000
Yemen,YEM,1997,5150000,0,1180000,1650000,519999.97,720000,3900000,3080000,10750000,1160000,600000
Yemen,YEM,1998,5390000,0,1270000,1680000,510000,840000,4200000,3340000,10750000,1350000,600000
Yemen,YEM,1999,5480000,0,1360000,1510000,610000,980000,4650000,4060000,11730000,1570000,519999.97
Yemen,YEM,2000,5650000,0,1450000,1630000,590000,1140000,4530000,4390000,13490000,1840000,690000
Yemen,YEM,2001,5940000,0,1510000,1740000,630000,1270000,4990000,4670000,13190000,2040000,620000
Yemen,YEM,2002,5960000,0,1570000,1970000,660000,1490000,4380000,4510000,13120000,2400000,700000
Yemen,YEM,2003,6540000,0,1620000,2079999.9,650000,2390000,5180000,4720000,13790000,2670000,680000
Yemen,YEM,2004,6700000,0,1680000,2060000,650000,2530000,5380000,5120000,13100000,2970000,740000
Yemen,YEM,2005,6700000,0,1740000,2089999.9,650000,2700000,5740000,5430000,14360000,3110000,790000
Yemen,YEM,2006,6900000,0,1840000,2110000,660000,2640000,5330000,5720000,15460000,3320000,800000
Yemen,YEM,2007,7300000,0,1930000,2180000,790000,2900000,4880000,6550000,14690000,3710000,860000
Yemen,YEM,2008,7440000,0,2030000,2260000,940000,3230000,5200000,6800000,12930000,4010000.2,840000
Yemen,YEM,2009,7580000,0,2130000,3540000,970000,3100000,8370000,7810000,13220000,940000,910000
Yemen,YEM,2010,7770000,0,2220000,3320000,900000,3040000,7350000,8120000,14570000,810000,900000
Yemen,YEM,2011,7850000,0,2320000,2590000,1240000,2630000,6850000,7310000,12680000,670000,660000
Yemen,YEM,2012,7950000,0,2410000,2530000,1220000,2280000,5640000,7360000,10650000,519999.97,600000
Yemen,YEM,2013,8149999.5,0,2500000,3620000,1430000,3430000,8530000,8390000,11920000,970000,830000
Yemen,YEM,2014,8250000,0,2590000,4000000,1410000,3400000,8610000,7520000,10890000,960000,720000
Yemen,YEM,2015,8000000,0,2690000,2350000,1190000,1240000,3230000,4600000,4410000,190000,400000
Yemen,YEM,2016,7870000,0,2780000,1780000,840000,900000,2670000,3610000,2089999.9,80000,340000
Yemen,YEM,2017,7800000,0,2880000,1770000,1060000,840000,2520000,3210000,2910000,70000,320000
Yemen,YEM,2018,7330000,0,2970000,2520000,1090000,1280000,3130000,2830000,3610000,259999.98,330000
Yemen,YEM,2019,8240000,0,3070000,2510000,1140000,1290000,3160000,2650000,3620000,250000,330000
Yemen,YEM,2020,7980000,0,3160000,2310000,1120000,1110000,2790000,2280000,3430000,210000,300000
Zambia,ZMB,1990,20090000,36280000,1590000,1100000,240000,1340000,800000,160000,10000,120000,200000
Zambia,ZMB,1991,20240000,36280000,1640000,1100000,210000,1400000,1000000,160000,10000,50000,110000
Zambia,ZMB,1992,20360000,36280000,1680000,1120000,210000,1420000,960000,160000,10000,60000,120000
Zambia,ZMB,1993,20190000,36280000,1730000,1120000,210000,1380000,680000,160000,0,50000,110000
Zambia,ZMB,1994,19770000,36280000,1770000,1130000,180000,920000,840000,140000,0,50000,110000
Zambia,ZMB,1995,19490000,36280000,1820000,1160000,190000,830000,830000,129999.99,0,140000,100000
Zambia,ZMB,1996,18020000,25980000,1870000,1130000,210000,710000,650000,110000,0,120000,90000
Zambia,ZMB,1997,18200000,25670000,1920000,1230000,240000,1060000,750000,150000,0,50000,80000
Zambia,ZMB,1998,19940000,25200000,1970000,1230000,230000,1020000,720000,160000,0,50000,90000
Zambia,ZMB,1999,18540000,25260000,2020000,1240000,220000,750000,700000,90000,0,50000,110000
Zambia,ZMB,2000,17660000,22540000,2069999.9,1270000,259999.98,720000,760000,80000,0,50000,129999.99
Zambia,ZMB,2001,18060000,30080000,2140000,1300000,200000,760000,800000,90000,0,50000,140000
Zambia,ZMB,2002,20160000,31220000,2200000,1330000,220000,800000,830000,100000,0,50000,140000
Zambia,ZMB,2003,22250000,35330000,2260000,1360000,280000,850000,890000,100000,0,50000,150000
Zambia,ZMB,2004,22200000,35930000,2320000,1390000,300000,790000,950000,100000,0,40000,160000
Zambia,ZMB,2005,23170000,37540000,2390000,1410000,330000,890000,1020000,100000,0,50000,180000
Zambia,ZMB,2006,20740000,34760000,2460000,1350000,390000,750000,1050000,80000,0,120000,180000
Zambia,ZMB,2007,21350000,37180000,2540000,1360000,400000,730000,930000,50000,0,100000,100000
Zambia,ZMB,2008,21430000,39600000,2620000,1400000,430000,800000,1010000,50000,0,129999.99,120000
Zambia,ZMB,2009,19970000,36690000,2700000,1430000,570000,830000,1180000,60000,0,110000,90000
Zambia,ZMB,2010,22110000,41210000,2780000,1470000,680000,800000,1270000,60000,0,120000,90000
Zambia,ZMB,2011,21240000,55590000,2880000,1500000,750000,1050000,1380000,70000,0,120000,100000
Zambia,ZMB,2012,23740000,55660000,2970000,1540000,940000,1580000,1660000,70000,0,140000,150000
Zambia,ZMB,2013,24160000,56060000,3070000,1620000,1080000,1510000,1710000,70000,0,240000,150000
Zambia,ZMB,2014,23590000,56620000,3160000,1620000,1150000,1570000,1930000,310000,0,180000,60000
Zambia,ZMB,2015,24030000,61850000,3260000,1640000,1150000,1630000,2160000,330000,10000,180000,60000
Zambia,ZMB,2016,23490000,60390000,3370000,1670000,1280000,1620000,2130000,660000,10000,190000,40000
Zambia,ZMB,2017,22130000,60370000,3490000,1720000,1400000,1710000,2110000,1910000,10000,270000,60000
Zambia,ZMB,2018,21880000,58130000,3600000,1760000,1660000,1650000,2140000,2720000,10000,320000,30000
Zambia,ZMB,2019,22800000,57540000,3710000,1750000,1600000,1280000,2720000,2390000,10000,360000,40000
Zambia,ZMB,2020,22110000,55090000,3820000,1790000,1620000,1410000,2550000,2430000,10000,370000,20000
